"fromuserid","touserid","numbercalls","secondscalls"
"350145","350118","10","2216"
"350099","350032","14","1887"
"350095","350091","14","153"
"350085","350308","7","1576"
"350013","350249","6","2614"
"350117","350115","6","3411"
"350004","350058","8","1911"
"350050","350042","9","3528"
"350035","350379","2","459"
"350193","350118","18","10"
"350075","388018","2","3323"
"350185","350254","19","2375"
"350125","350016","14","3396"
"350068","350073","13","1272"
"576832","350049","18","3034"
"350173","350029","6","2102"
"350014","350187","15","3020"
"350141","350147","20","503"
"350136","350140","17","2741"
"350156","350114","16","3327"
"350148","350142","11","2287"
"350057","350386","5","3007"
"350112","350045","14","1180"
"350169","350234","18","3371"
"350182","350118","11","1345"
"350015","350011","14","3357"
"350190","350193","8","36"
"350115","350129","4","1154"
"350114","350103","9","3094"
"388018","350319","19","1660"
"350077","350317","8","2087"
"350126","350078","1","1827"
"350071","350045","6","3438"
"350020","350021","2","910"
"350176","350175","12","2043"
"350044","350043","6","282"
"350165","350161","12","1794"
"350174","350014","6","1302"
"350032","350026","16","3205"
"350130","350230","20","3027"
"350055","350052","8","3581"
"350060","350078","6","262"
"350103","350152","15","1857"
"350111","350364","14","1976"
"350133","350117","9","36"
"350054","350383","7","3046"
"350058","576832","4","1817"
"350009","350038","8","1238"
"350053","350060","2","820"
"350041","350340","14","919"
"350192","350187","5","3146"
"350062","350024","11","2067"
"350113","350103","4","1778"
"489312","350196","4","2231"
"350042","350037","6","1975"
"350150","350118","18","2089"
"350026","350173","8","605"
"350091","350083","14","2528"
"350195","350078","17","2074"
"350189","350070","19","3296"
"350043","350251","1","3321"
"350080","350078","5","1845"
"350092","350149","5","4996"
"350002","350010","1","2643"
"350010","350023","14","800"
"350039","350033","19","3355"
"350052","350049","2","1392"
"350105","350104","25","6283"
"350016","350014","10","3160"
"350134","350329","2","2333"
"350059","350057","19","1151"
"350119","350328","17","1680"
"350188","350175","11","2493"
"350031","350028","5","3488"
"350088","350180","10","2690"
"350142","350322","10","2518"
"350021","350201","6","2272"
"350076","350069","10","2179"
"350046","350038","17","797"
"350184","350185","9","2645"
"464386","350061","18","337"
"350147","350142","12","3526"
"350094","350252","12","1172"
"350028","350096","16","585"
"350161","350247","3","3296"
"350168","350161","18","2255"
"350087","350089","16","2578"
"350102","350335","17","3421"
"350146","350110","13","2395"
"350187","350342","19","84"
"350036","350028","1","1465"
"350194","350202","1","2465"
"433648","350063","20","2437"
"350038","350321","2","115"
"350037","350048","20","1290"
"350023","350231","5","1968"
"350022","350017","8","542"
"350061","350142","10","3566"
"350160","350147","10","1324"
"350149","350143","5","3584"
"350025","350035","6","972"
"350084","350366","18","681"
"350118","350299","3","1962"
"350086","350073","16","2475"
"350017","350171","33","4406"
"350110","350099","7","596"
"350158","350378","19","653"
"350104","350102","10","3512"
"350143","350104","1","61"
"350005","350170","17","1243"
"350108","350115","18","338"
"350116","350144","6","3025"
"350138","350136","4","3118"
"350030","464386","20","472"
"350072","350070","13","6038"
"350166","350192","16","2165"
"350135","350133","15","690"
"350167","350169","19","2187"
"350109","350157","18","627"
"350006","350223","19","2024"
"350171","350097","6","64"
"350019","350259","11","913"
"350063","350166","14","2750"
"350098","350325","19","2120"
"350011","350226","16","2167"
"350120","350081","12","3407"
"350069","350265","4","2442"
"350186","350119","11","271"
"350122","350109","13","2329"
"350177","350067","6","1113"
"350082","350078","7","2623"
"350172","388018","13","55"
"350139","350079","6","396"
"357758","350113","16","2972"
"350074","350071","3","1333"
"350129","350119","8","1807"
"350067","350046","13","3223"
"350107","350246","5","2817"
"350128","350134","12","1149"
"350089","350007","7","2259"
"350170","350172","3","11"
"350164","350159","11","1501"
"350155","350164","13","3068"
"350027","350123","17","2052"
"350198","350347","14","976"
"350140","350147","9","3462"
"350197","350002","10","2286"
"350179","350175","9","1927"
"350175","350379","4","1942"
"350106","350292","15","1389"
"350008","350004","4","591"
"350040","350038","25","2790"
"350131","350237","16","1637"
"491615","350094","17","3426"
"350183","350182","19","527"
"350145","350133","3","1466"
"350099","350117","15","2010"
"350095","350103","34","6380"
"350085","350081","3","1045"
"350013","350399","2","2226"
"350117","350169","18","460"
"350004","350066","15","2982"
"350050","350038","9","850"
"350035","350014","6","2690"
"350193","350172","9","3406"
"350075","350064","11","1685"
"350185","350189","10","3388"
"350125","350120","3","3415"
"350068","350092","3","2841"
"576832","350391","7","773"
"350173","350179","8","941"
"350014","350145","2","671"
"350141","350036","13","2332"
"350136","350290","7","2656"
"350156","350116","14","2128"
"350148","350146","1","1967"
"350057","350021","20","1527"
"350112","350099","7","367"
"350169","350165","1","2402"
"350182","350138","6","2482"
"350015","350012","2","1505"
"350190","350273","2","2654"
"350115","350148","13","2681"
"350114","350104","14","1757"
"388018","350165","8","1441"
"350077","350144","11","3148"
"350126","350117","15","2114"
"350071","350076","30","2888"
"350020","350025","13","2706"
"350176","350183","2","2019"
"350044","350045","17","2354"
"350165","350008","6","1339"
"350174","350064","4","927"
"350032","350027","6","2597"
"350130","350211","1","2148"
"350055","350298","9","2818"
"350060","350228","20","620"
"350103","350202","13","2795"
"350111","350103","17","2641"
"350133","350119","15","1292"
"350054","350214","11","2406"
"350058","350340","4","2381"
"350009","350338","5","3128"
"350053","350091","12","2360"
"350041","350036","10","702"
"350192","350272","4","1158"
"350062","350078","2","1616"
"350113","350295","7","2936"
"489312","350388","13","3551"
"350042","350038","8","1101"
"350150","350226","16","1398"
"350026","350131","6","396"
"350091","350084","6","636"
"350195","350096","12","543"
"350189","350079","2","3178"
"350043","350032","20","952"
"350080","350032","14","2566"
"350092","397902","5","1726"
"350002","350016","11","2897"
"350010","350008","18","154"
"350039","350052","18","1940"
"350052","350057","9","1286"
"350105","350350","18","2113"
"350016","350022","13","818"
"350134","350006","18","539"
"350059","350058","22","1895"
"350119","350113","7","2328"
"350188","350176","9","381"
"350031","350032","9","940"
"350088","350239","17","1135"
"350142","350230","4","1364"
"350021","433648","18","1643"
"350076","350070","18","2996"
"350046","350039","19","2932"
"350184","350396","19","2423"
"464386","350211","13","3273"
"350147","350150","9","3111"
"350094","350379","2","2100"
"350028","350150","8","3171"
"350161","350086","13","527"
"350168","350173","11","2961"
"350087","350085","9","881"
"350102","350031","6","1326"
"350146","350116","8","1952"
"350187","350300","5","1485"
"350036","350029","20","2126"
"350194","350179","1","2861"
"433648","350059","1","1438"
"350038","350094","15","481"
"350037","350102","7","1621"
"350023","350016","16","2541"
"350022","350018","11","2327"
"350061","350174","20","3196"
"350160","350148","1","869"
"350149","350151","3","2373"
"350025","350012","16","2081"
"350084","350074","9","1181"
"350118","350061","9","3258"
"350086","350085","7","2850"
"350017","350225","16","2439"
"350110","350102","11","1019"
"350158","350163","19","192"
"350104","350103","17","2097"
"350143","350107","7","2330"
"350005","350362","27","4764"
"350108","464386","1","3386"
"350116","350194","9","816"
"350138","350144","4","2687"
"350030","350034","6","2289"
"350072","350071","14","2856"
"350166","350158","12","1077"
"350135","350183","25","2065"
"350167","350165","17","458"
"350109","350111","10","532"
"350006","350369","19","420"
"350171","350098","7","120"
"350019","350217","14","2117"
"350063","350066","3","3201"
"350098","350010","10","863"
"350011","350161","6","2250"
"350120","350091","3","895"
"350069","350250","1","141"
"350186","350104","14","2860"
"350122","350136","18","2741"
"350177","350163","4","3322"
"350082","350079","32","1387"
"350172","350064","28","4744"
"350139","350097","9","2988"
"357758","350186","16","101"
"350074","350072","8","3392"
"350129","350138","19","2320"
"350067","350077","2","3349"
"350107","350392","4","3364"
"350128","350092","13","1468"
"350089","350092","20","520"
"350170","350149","11","2641"
"350164","350113","20","33"
"350155","350118","19","1114"
"350027","350023","15","2146"
"350198","350278","2","341"
"350140","350297","1","865"
"350197","350194","13","1065"
"350179","350183","4","3466"
"350175","350179","20","1270"
"350106","350204","6","491"
"350008","350250","16","2698"
"350040","350039","19","2730"
"350131","350130","1","2241"
"491615","350352","13","686"
"350183","350009","4","3315"
"350145","350140","2","87"
"350099","491615","15","3560"
"350095","350099","18","1291"
"350085","350089","10","2309"
"350013","350022","5","1061"
"350117","350119","14","596"
"350004","350001","7","761"
"350050","350357","5","328"
"350035","350398","11","2444"
"350193","350191","2","3007"
"350075","350268","19","2426"
"350185","350035","7","2096"
"350125","650417","3","3114"
"350068","350392","16","1737"
"576832","350068","20","2550"
"350173","350175","21","2684"
"350014","350391","9","1411"
"350141","350132","15","1367"
"350136","350317","20","2129"
"350156","350126","18","724"
"350148","350027","11","2043"
"350057","576832","9","1817"
"350112","350387","15","2334"
"350169","350238","3","1559"
"350182","350151","1","74"
"350015","350013","12","305"
"350190","350367","13","1375"
"350115","350102","11","2467"
"350114","350105","17","1179"
"388018","350177","7","2042"
"350077","350313","20","2692"
"350126","350118","1","2302"
"350071","350049","15","1902"
"350020","350033","5","1597"
"350176","388018","15","3165"
"350044","350046","18","313"
"350165","350227","10","1892"
"350174","350318","15","2118"
"350032","350028","12","1430"
"350130","350119","17","1718"
"350055","350060","20","645"
"350060","350063","7","2709"
"350103","350286","20","3540"
"350111","350230","2","2536"
"350133","350120","11","1810"
"350054","350049","7","630"
"350058","350144","13","1844"
"350009","350219","10","2329"
"350053","350104","18","3002"
"350041","350067","6","2726"
"350192","489312","4","578"
"350062","350097","3","1980"
"350113","350057","3","1064"
"489312","350192","11","2716"
"350042","350039","23","3514"
"350150","350149","16","3285"
"350026","350373","4","3086"
"350091","350085","4","1756"
"350195","350125","5","1135"
"350189","350084","4","1171"
"350043","350051","10","2342"
"350080","350086","14","2509"
"350092","350380","4","809"
"350002","350024","8","483"
"350010","350012","4","3234"
"350039","350179","14","237"
"350052","350399","19","1471"
"350105","350123","12","2087"
"350016","350007","19","78"
"350134","350133","19","3329"
"350059","350060","6","795"
"350119","350078","16","1430"
"350188","350177","14","957"
"350031","350044","5","2935"
"350088","350267","8","471"
"350021","350082","10","1320"
"350076","350071","13","1401"
"350046","350040","1","2693"
"350184","350181","6","891"
"464386","350265","17","2554"
